event_id,event_year,event_month,event_day,account_id,sampled,event_text,type,subtype,actors,places,bib_keys,keywords,extracted_from,comment
231,2005,,,17,,"A key insight came in 2005 with the observation that many spacer sequences within CRISPRs derive from plasmid and viral origins (38–40). Together with the finding that CRISPR loci are transcribed (41) and the observation that cas (CRISPR-associated) genes encode proteins with putative nuclease and helicase domains (38, 40, 42, 43), it was proposed that CRISPR-Cas is an adaptive de- fense system that might use antisense RNAs as memory signatures of past invasions (44).",,,Bolotin; Mojica; Pourcel; Jansen; Tang; Haft; Makarova,,,,narrative structure,
232,2007,,,17,,"In 2007, infection experiments of the lactic acid bacterium Streptococcus thermophilus with lytic phages provided the first experimental evidence of CRISPR- Cas–mediated adaptive immunity (45). This finding led to the idea that natural CRISPR-Cas systems existing in cultured bacteria used in the dairy industry could be harnessed for immunization against phages—a first successful application of CRISPR- Cas for biotechnological purposes (46).",,,Barrangou; Horvath,,,,narrative structure,
233,2008,,,17,,"In 2008, mature CRISPR RNAs (crRNAs) were shown to serve as guides in a complex with Cas proteins to interfere with virus proliferation in E. coli (47). The same year, the DNA targeting activity of the CRISPR-Cas system was reported in the pathogen Staphylococcus epidermidis (48).",,,Brouns; Marraffini; Sontheimer; ,,,,narrative structure,
234,2011,,,17,,"In 2011 (66), trans-activating crRNA (tracrRNA) —a small RNA that is trans-encoded upstream of the type II CRISPR-Cas locus in Streptococcus pyogenes—was reported to be essential for crRNA maturation by ribonuclease III and Cas9, and tracrRNA-mediated activation of crRNA maturation was found to confer sequence-specific immunity against parasite genomes.",,,Deltcheva; Charpentier; ,,,,narrative structure,
235,2012,,,17,,"In 2012 (64), the S. pyogenes CRISPR-Cas9 protein was shown to be a dual-RNA–guided DNA endonuclease that uses the tracrRNA:crRNA duplex (66) to direct DNA cleavage (64) (Fig. 2). Cas9 uses its HNH domain to cleave the DNA strand that is complementary to the 20-nucleotide sequence of the crRNA; the RuvC-like domain of Cas9 cleaves the DNA strand opposite the complementary strand (64, 65) (Fig. 2). Mutating either the HNH or the RuvC-like domain in Cas9 generates a variant protein with single-stranded DNA cleavage (nickase) activity, whereas mutating both domains (dCas9; Asp10 → Ala, His840 → Ala) results in an RNA- guided DNA binding protein (64, 65). DNA target recognition requires both base pairing to the crRNA sequence and the presence of a short sequence (PAM) adjacent to the targeted sequence in the DNA (64, 65) (Fig. 2).",,,Jinek; Doudna; Charpentier; Deltcheva; Gasiunas; Barrangou; Horvath; Siksnys,,,,narrative structure,
236,2013,,,17,,"Following the 2012 publication of Jinek et al. (64), three studies in January 2013 demonstrated that CRISPR-Cas9 represents an efficient tool to edit the genomes of human cells (75, 85, 86). The “humanized” versions of S. pyogenes Cas9 (75, 85, 86) and S. thermophilus Cas9 (75) were coexpressed with custom-designed sgRNAs (75, 85, 86) or with tracrRNA coexpressed with custom-designed crRNAs (75) in human embryonic kidney, chronic myelogenous leukemia, or induced pluripotent stem cells (75, 85, 86) as well as in mouse cells (75). The expected alterations in the target DNA were observed, indicating that site-specific DSBs by RNA-guided Cas9 had stimulated gene editing by nonhomologous end joining repair or gene replacement by homology- directed repair (Fig. 4). Targeting with multiple sgRNAs—referred to as multiplexing—was also successfully achieved (75, 86). RNA-programmable S. pyogenes Cas9-mediated editing has now been applied to various human cells and embryonic stem cells [(87–90); for reviews, see (91–93)]. Al- though direct comparisons can be difficult to assess because of differences in target sites and protein expression levels, some analyses show that CRISPR-Cas9–mediated editing efficiencies can reach 80% or more depending on the target, which is as high as or higher than levels observed using ZFNs or TALENs (89, 94).",,,Cong; Mali; Jinek; Doudna; Kearns; Kim; Rong; Zhu; Xu; Fu,,,,narrative structure,
237,2013-2014,,,17,,"These initial studies were only the beginning of what has become an incredibly fast-paced field in which laboratories around the world have used CRISPR-Cas9 to edit genomes of a wide range of cell types and organisms (summarized in Fig. 5). As of this writing, more than 1000 papers have been published that include the CRISPR acronym in the title or abstract, with the majority of these published since the beginning of 2013. Many of these applications have been discussed in recent reviews (91–93). Here we highlight a few examples that illustrate the power of the technology (Fig. 6)....A last example of CRISPR-Cas9 as a genome engineering technology is its application to plants and fungi...a recent study in rice found that target genes were edited in nearly 50% of the embryogenic cells that received the Cas9–guide RNA constructs, and editing occurred before the first cell division (112).",,,Zhang,,,,narrative structure,"Zhang nur beiläufig erwähnt (""a recent study in rice..."", Ref:112)"
238,1987,,,17,,CRISPRs described (34),,,,,,,timeline structure,
239,2005-2006,,,17,,"CRISPRs contain viral sequences, cas genes identified, hypothesis (35, 36, 38–40, 43, 44)",,,,,,,,
240,2007,,,17,,CRISPR-Cas is bacterial immune system (45),,,,,,,,
241,2010,,,17,,type II CRISPR-Cas cuts target DNA (67),,,,,,,,
242,2011,,,17,,type II CRISPR-Cas includes tracrRNA (66),,,,,,,,
243,2011,,,17,,Cas9 is only cas gene needed for type II defense function (68),,,,,,,,
244,2012,,,17,,CRISPR-Cas9 is RNA-guided DNA endonuclease (64),,,,,,,,
245,2013,1,,17,,"Cas9-RNA mediates site-specific genome engineering in human cells, other eukaryotes (75, 85, 86)",,,,,,,,
246,1987,,,1,,"The first inkling of this hot new genetic engi- neering tool came in 1987, when a research team observed an oddly repetitive sequence at one end of a bacterial gene. Few others took much notice.",,,,,,,,
247,2000-2005,,,1,,"A decade later, though, biologists deciphering microbial genomes often found similar puzzling patterns, in which a sequence of DNA would be followed by nearly the same sequence in reverse, then 30 or so seemingly random bases of “spacer DNA,” and then a repeat of the same palindromic sequence, fol- lowed by a different spacer DNA. A single microbe could have several such stretches, each with different repeat and intervening sequences. This pattern appears in more than 40% of bacteria and fully 90% of microbes in a different domain, the archaea, and gives CRISPR its name. (It stands for clustered reg- ularly interspaced short palindromic repeats.)",,,,,,,,
248,2005,,,1,,"Many researchers assumed that these odd sequences were junk, but in 2005, three bioinformatics groups reported that spacer DNA often matched the sequences of phages, indicating a possible role for CRISPR in microbial immunity.",,,,,,,,
249,2007,,,1,,"Enter the Danisco team. In 2007, Rodolphe Barrangou, Philippe Horvath, and others with the company showed that they could alter the resistance of S. thermophilus to phage attack by adding or deleting spacer DNA that matched the phage’s. At the time, Barrangou, who is now at North Carolina State University in Raleigh, didn’t see CRISPR’s full potential. “We had no idea that those elements could be readily exploit- able for something as attractive as genome editing,” he says.",,,,,,,,
250,2011,,,1,,"Doudna and Emmanuelle Charpentier, currently of the Helmholtz Centre for Infec- tion Research and Hannover Medical School in Germany, took the next step. They had independently been teasing out the roles of various CRISPR-associated proteins to learn how bacteria deploy the DNA spacers in their immune defenses. But the duo soon joined forces to focus on a CRISPR system that relies on a protein called Cas9, as it was sim- pler than other CRISPR systems.

When CRISPR goes into action in response to an invading phage, bacteria transcribe the spacers and the palindromic DNA into a long RNA molecule that the cell then cuts into short spacer-derived RNAs called crRNAs. An additional stretch of RNA, called tracrRNA, works with Cas9 to produce the crRNA, Charpentier’s group reported in Nature in 2011. The group pro- posed that together, Cas9, tracrRNA, and crRNA somehow attack foreign DNA that matches the crRNA.

The two teams found that the Cas9 pro- tein is a nuclease, an enzyme specialized for cutting DNA, with two active cutting sites, one site for each strand of the DNA’s double helix. And in a discovery that foreshadowed CRISPR’s broad potential for genome engi- neering, the team demonstrated that they could disable one or both cutting sites with- out interfering with the ability of the com- plex to home in on its target DNA. “The possibility of using a single enzyme by just changing the RNA seemed very simple,” Doudna recalls.",,,,,,,,
251,2012,,,1,,"Before CRISPR could be put to use, however, Doudna’s and Charpentier’s teams had to show that they could control where Cas9 went to do its cutting. First, Doudna’s postdoc, Martin Jinek, figured out how to combine tracrRNA and spacer RNA into a “single-guide RNA” molecule; then, as a proof of principle, the team last year made several guide RNAs, mixed them with Cas9, and showed in a test tube that the synthetic complexes could find and cut their DNA tar- gets (Science, 17 August 2012, p. 816). “That was a milestone paper,” Barrangou says.",,,,,,,,
252,?-2005,,,1,,This precision targeting drives the growing interest in CRISPR. Genetic engi- neers have long been able to add and delete genes in a number of organisms. But they couldn’t dictate where those genes would insert into the genome or control where gene deletions occurred.,,,,,,,,
253,2005,,,1,,"Then, a decade ago, researchers developed zinc finger nucleases, synthetic proteins that have DNA-binding domains that enable them to home in and break DNA at specific spots. A welcome addition to the genetic engineering toolbox, zinc fingers even spawned a company that is testing a zinc finger to treat people infected with HIV (Science, 23 December 2005,",,,,,,,,
254,2012,,,1,,"More recently, synthetic nucleases called TALENs have proved an easier way to target specific DNA and were predicted to surpass zinc fingers (Science, 14 December 2012, p. 1408).",,,,,,,,
255,2013,,,1,,"Now, CRISPR systems have stormed onto the scene, promising to even outcompete TALENs. Unlike the CRISPR system, which uses RNA as its DNA-homing mechanism, zinc finger and TALEN technologies both depend on custom-making new proteins for each DNA target. The CRISPR system’s “guide RNAs” are much easier to make than proteins, Barrangou says. “Within a couple weeks you can generate very tangible results that using alternative methods would take months.”",,,,,,,,
256,2013,,,1,,"Church’s group had been pushing the use of TALENs in human cells, but when he learned of Doudna and Charpentier’s results, he and his colleagues made guide RNA against genes they had already targeted with TALENs. In three human cell types, the CRISPR system was more efficient than TALENs at cutting the DNA target, and it worked on more genes than TALENs did (Science, 15 Feb- ruary, p. 823). To demonstrate the ease of the CRISPR sys- tem, Church’s team synthesized a library of tens of thousands of guide RNA sequences, capa- ble of targeting 90% of human genes. “You can pepper the genome with every imaginable CRISPR,” he says.",,,,,,,,
257,2013,,,1,,"In an independent paper that appeared at the same time as Church’s, Feng Zhang, a synthetic biologist at the Broad Institute in Cambridge, Massachusetts, and his colleagues showed that CRISPR can target and cut two genes at once in human cells (Science, 15 February, p. 819). ",,,,,,,,
258,2013,,,1,,"working with developmental biologist Rudolf Jaenisch at the Whitehead Institute for Biomedical Research in Cam- bridge, Zhang has since disrupted five genes at once in mouse embryonic stem (ES) cells. 

Such work lays the foundation for generating mutant mice, a key tool for bio- medical research. One approach would be to add the altered mouse ES cells to a develop- ing embryo and breed the resulting animals. But Zhang has demonstrated a faster option. His team found it could simply inject fertil- ized mouse eggs, or zygotes, with Cas9 mes- senger RNA and two guide RNAs and, with 80% efficiency, knock out two genes. They could also perform more delicate genomic surgery on the embryos by shackling Cas9, so that it nicks target DNA instead of cutting it. In this way, they could introduce a new part of a gene through a process called homology- directed repair, they reported in the 2 May issue of Cell.",,,,,,,,
259,2013,,,1,,"Once she saw Doudna and Charpentier’s paper a year ago, Gao Caixia became one of the early converts...Using CRISPR, they have now disabled four rice genes, suggesting that the technique could be used to engineer this crucial food crop...In a mea-sure of the excitement that CRISPR has generated, the team’s report in the August issue of Nature Biotechnology was accompanied by four other papers describing CRISPR successes in plants and in rats.",,,,,,,,
260,2013,,,1,,"The initial CRISPR genome-editing papers all relied on DNA cutting, but other applications quickly appeared. Working with Doudna, Lei S. Qi from UC San Francisco and his colleagues introduced “CRISPRi,” which, like RNAi, turns off genes in a reversible fashion and should be useful for studies of gene function. ",,,,,,,,
261,2013,7,,1,,"Last month, that team and three other groups used a Cas9 to ferry a synthetic transcription factor—a protein fragment that turns on genes—enabling them to activate specific human genes...In the 25 July issue of Nature Methods, he reported activating genes tied to human diseases, including those involved in muscle differentiation, controlling cancer and inflammation, and producing fetal hemoglobin. Two other teams also targeted biomedically important genes. CRISPR control of such genes could treat diseases ranging from sickle cell anemia to arthritis, Gersbach suggests.",,,,,,,,
262,2013,1,,1,,CRISPR limitations...Joung’s group showed that a guide RNA can target DNA that differs from the intended target sequence in up to five of its bases.,,,,,,,,
263,,,,1,,,,,,,,,,
264,,,,1,,,,,,,,,,
265,,,,1,,,,,,,,,,
,,,,1,,,,,,,,,,
,,,,1,,,,,,,,,,
,,,,1,,,,,,,,,,
